MOD,DATE_EFF,TYPECOM_AV,COM_AV,TNCC_AV,NCC_AV,NCCENR_AV,LIBELLE_AV,TYPECOM_AP,COM_AP,TNCC_AP,NCC_AP,NCCENR_AP,LIBELLE_AP,indic_oe,indic_oe₂
33,1973-01-01,COM,85122,0,LESSON,Lesson,Lesson,COMA,85122,0,LESSON,Lesson,Lesson,#N/D,#N/D
33,1973-01-01,COM,85203,0,SAINTE CHRISTINE,Sainte-Christine,Sainte-Christine,COM,85020,0,BENET,Benet,Benet,#N/D,#N/D
33,1973-01-01,COM,85203,0,SAINTE CHRISTINE,Sainte-Christine,Sainte-Christine,COMA,85203,0,SAINTE CHRISTINE,Sainte-Christine,Sainte-Christine,#N/D,#N/D
33,1973-01-01,COM,86002,1,AMBERRE,Amberre,Amberre,COMA,86002,1,AMBERRE,Amberre,Amberre,#N/D,#N/D
33,1973-01-01,COM,86002,1,AMBERRE,Amberre,Amberre,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86073,0,CHERVES,Cherves,Cherves,COMA,86073,0,CHERVES,Cherves,Cherves,#N/D,#N/D
33,1973-01-01,COM,86073,0,CHERVES,Cherves,Cherves,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86089,0,CUHON,Cuhon,Cuhon,COMA,86089,0,CUHON,Cuhon,Cuhon,#N/D,#N/D
33,1973-01-01,COM,86089,0,CUHON,Cuhon,Cuhon,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86101,0,FRONTENAY SUR DIVE,Frontenay-sur-Dive,Frontenay-sur-Dive,COMA,86101,0,FRONTENAY SUR DIVE,Frontenay-sur-Dive,Frontenay-sur-Dive,#N/D,#N/D
33,1973-01-01,COM,86101,0,FRONTENAY SUR DIVE,Frontenay-sur-Dive,Frontenay-sur-Dive,COM,86225,0,SAINT JEAN DE SAUVES,Saint-Jean-de-Sauves,Saint-Jean-de-Sauves,#N/D,#N/D
33,1973-01-01,COM,86108,3,GRIMAUDIERE,Grimaudière,La Grimaudière,COM,86108,3,GRIMAUDIERE,Grimaudière,La Grimaudière,#N/D,#N/D
33,1973-01-01,COM,86120,0,LATHUS,Lathus,Lathus,COM,86120,0,LATHUS,Lathus,Lathus,#N/D,#N/D
33,1973-01-01,COM,86144,0,MAISONNEUVE,Maisonneuve,Maisonneuve,COMA,86144,0,MAISONNEUVE,Maisonneuve,Maisonneuve,#N/D,#N/D
33,1973-01-01,COM,86144,0,MAISONNEUVE,Maisonneuve,Maisonneuve,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86150,0,MASSOGNES,Massognes,Massognes,COMA,86150,0,MASSOGNES,Massognes,Massognes,#N/D,#N/D
33,1973-01-01,COM,86150,0,MASSOGNES,Massognes,Massognes,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86161,0,MONCONTOUR,Moncontour,Moncontour,COM,86161,0,MONCONTOUR,Moncontour,Moncontour,#N/D,#N/D
33,1973-01-01,COM,86179,0,NOTRE DAME D OR,Notre-Dame-d'Or,Notre-Dame-d'Or,COM,86108,3,GRIMAUDIERE,Grimaudière,La Grimaudière,#N/D,#N/D
33,1973-01-01,COM,86179,0,NOTRE DAME D OR,Notre-Dame-d'Or,Notre-Dame-d'Or,COMA,86179,0,NOTRE DAME D OR,Notre-Dame-d'Or,Notre-Dame-d'Or,#N/D,#N/D
33,1973-01-01,COM,86185,1,OUZILLY VIGNOLLES,Ouzilly-Vignolles,Ouzilly-Vignolles,COM,86161,0,MONCONTOUR,Moncontour,Moncontour,#N/D,#N/D
33,1973-01-01,COM,86185,1,OUZILLY VIGNOLLES,Ouzilly-Vignolles,Ouzilly-Vignolles,COMA,86185,1,OUZILLY VIGNOLLES,Ouzilly-Vignolles,Ouzilly-Vignolles,#N/D,#N/D
33,1973-01-01,COM,86216,0,SAINT CHARTRES,Saint-Chartres,Saint-Chartres,COM,86161,0,MONCONTOUR,Moncontour,Moncontour,#N/D,#N/D
33,1973-01-01,COM,86216,0,SAINT CHARTRES,Saint-Chartres,Saint-Chartres,COMA,86216,0,SAINT CHARTRES,Saint-Chartres,Saint-Chartres,#N/D,#N/D
33,1973-01-01,COM,86225,0,SAINT JEAN DE SAUVES,Saint-Jean-de-Sauves,Saint-Jean-de-Sauves,COM,86225,0,SAINT JEAN DE SAUVES,Saint-Jean-de-Sauves,Saint-Jean-de-Sauves,#N/D,#N/D
33,1973-01-01,COM,86240,0,SAINT REMY EN MONTMORILLON,Saint-Rémy-en-Montmorillon,Saint-Rémy-en-Montmorillon,COM,86120,0,LATHUS,Lathus,Lathus,#N/D,#N/D
33,1973-01-01,COM,86240,0,SAINT REMY EN MONTMORILLON,Saint-Rémy-en-Montmorillon,Saint-Rémy-en-Montmorillon,COMA,86240,0,SAINT REMY EN MONTMORILLON,Saint-Rémy-en-Montmorillon,Saint-Rémy-en-Montmorillon,#N/D,#N/D
33,1973-01-01,COM,86277,0,VARENNES,Varennes,Varennes,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86277,0,VARENNES,Varennes,Varennes,COMA,86277,0,VARENNES,Varennes,Varennes,#N/D,#N/D
33,1973-01-01,COM,86283,0,VERGER SUR DIVE,Verger-sur-Dive,Verger-sur-Dive,COM,86108,3,GRIMAUDIERE,Grimaudière,La Grimaudière,#N/D,#N/D
33,1973-01-01,COM,86283,0,VERGER SUR DIVE,Verger-sur-Dive,Verger-sur-Dive,COMA,86283,0,VERGER SUR DIVE,Verger-sur-Dive,Verger-sur-Dive,#N/D,#N/D
33,1973-01-01,COM,86299,0,VOUZAILLES,Vouzailles,Vouzailles,COM,86160,0,MIREBEAU,Mirebeau,Mirebeau,#N/D,#N/D
33,1973-01-01,COM,86299,0,VOUZAILLES,Vouzailles,Vouzailles,COMA,86299,0,VOUZAILLES,Vouzailles,Vouzailles,#N/D,#N/D
33,1973-01-01,COM,87014,0,BESSINES SUR GARTEMPE,Bessines-sur-Gartempe,Bessines-sur-Gartempe,COM,87014,0,BESSINES SUR GARTEMPE,Bessines-sur-Gartempe,Bessines-sur-Gartempe,#N/D,#N/D
33,1973-01-01,COM,87102,0,MORTEROLLES SUR SEMME,Morterolles-sur-Semme,Morterolles-sur-Semme,COM,87014,0,BESSINES SUR GARTEMPE,Bessines-sur-Gartempe,Bessines-sur-Gartempe,#N/D,#N/D
33,1973-01-01,COM,87102,0,MORTEROLLES SUR SEMME,Morterolles-sur-Semme,Morterolles-sur-Semme,COMA,87102,0,MORTEROLLES SUR SEMME,Morterolles-sur-Semme,Morterolles-sur-Semme,#N/D,#N/D
33,1973-01-01,COM,87175,0,SAINT PRIEST LE BETOUX,Saint-Priest-le-Betoux,Saint-Priest-le-Betoux,COMA,87175,0,SAINT PRIEST LE BETOUX,Saint-Priest-le-Betoux,Saint-Priest-le-Betoux,#N/D,#N/D
33,1973-01-01,COM,87175,0,SAINT PRIEST LE BETOUX,Saint-Priest-le-Betoux,Saint-Priest-le-Betoux,COM,87180,0,SAINT SORNIN LEULAC,Saint-Sornin-Leulac,Saint-Sornin-Leulac,#N/D,#N/D
33,1973-01-01,COM,87180,0,SAINT SORNIN LEULAC,Saint-Sornin-Leulac,Saint-Sornin-Leulac,COM,87180,0,SAINT SORNIN LEULAC,Saint-Sornin-Leulac,Saint-Sornin-Leulac,#N/D,#N/D
33,1973-01-01,COM,88048,0,BELLEFONTAINE,Bellefontaine,Bellefontaine,COMA,88048,0,BELLEFONTAINE,Bellefontaine,Bellefontaine,#N/D,#N/D
33,1973-01-01,COM,88048,0,BELLEFONTAINE,Bellefontaine,Bellefontaine,COM,88351,0,PLOMBIERES LES BAINS,Plombières-les-Bains,Plombières-les-Bains,#N/D,#N/D
33,1973-01-01,COM,88067,2,BOULAY,Boulay,Le Boulay,COMA,88067,2,BOULAY,Boulay,Le Boulay,#N/D,#N/D
33,1973-01-01,COM,88067,2,BOULAY,Boulay,Le Boulay,COM,88322,3,NEUVEVILLE DEVANT LEPANGES,Neuveville-devant-Lépanges,La Neuveville-devant-Lépanges,#N/D,#N/D
31,1973-01-01,COM,88146,0,DOMJULIEN,Domjulien,Domjulien,COM,88146,0,DOMJULIEN,Domjulien,Domjulien,#N/D,#N/D
31,1973-01-01,COM,88207,0,GIROVILLERS SOUS MONTFORT,Girovillers-sous-Montfort,Girovillers-sous-Montfort,COM,88146,0,DOMJULIEN,Domjulien,Domjulien,#N/D,#N/D
33,1973-01-01,COM,88217,0,GRANGES DE PLOMBIERES,Granges-de-Plombières,Granges-de-Plombières,COMA,88217,0,GRANGES DE PLOMBIERES,Granges-de-Plombières,Granges-de-Plombières,#N/D,#N/D
33,1973-01-01,COM,88217,0,GRANGES DE PLOMBIERES,Granges-de-Plombières,Granges-de-Plombières,COM,88351,0,PLOMBIERES LES BAINS,Plombières-les-Bains,Plombières-les-Bains,#N/D,#N/D
33,1973-01-01,COM,88322,3,NEUVEVILLE DEVANT LEPANGES,Neuveville-devant-Lépanges,La Neuveville-devant-Lépanges,COM,88322,3,NEUVEVILLE DEVANT LEPANGES,Neuveville-devant-Lépanges,La Neuveville-devant-Lépanges,#N/D,#N/D
33,1973-01-01,COM,88351,0,PLOMBIERES LES BAINS,Plombières-les-Bains,Plombières-les-Bains,COM,88351,0,PLOMBIERES LES BAINS,Plombières-les-Bains,Plombières-les-Bains,#N/D,#N/D
33,1973-01-01,COM,88405,0,RUAUX,Ruaux,Ruaux,COM,88351,0,PLOMBIERES LES BAINS,Plombières-les-Bains,Plombières-les-Bains,#N/D,#N/D
33,1973-01-01,COM,88405,0,RUAUX,Ruaux,Ruaux,COMA,88405,0,RUAUX,Ruaux,Ruaux,#N/D,#N/D
33,1973-01-01,COM,88420,0,SAINT JEAN DU MARCHE,Saint-Jean-du-Marché,Saint-Jean-du-Marché,COM,88322,3,NEUVEVILLE DEVANT LEPANGES,Neuveville-devant-Lépanges,La Neuveville-devant-Lépanges,#N/D,#N/D
33,1973-01-01,COM,88420,0,SAINT JEAN DU MARCHE,Saint-Jean-du-Marché,Saint-Jean-du-Marché,COMA,88420,0,SAINT JEAN DU MARCHE,Saint-Jean-du-Marché,Saint-Jean-du-Marché,#N/D,#N/D
33,1973-01-01,COM,89002,1,AIGREMONT,Aigremont,Aigremont,COMA,89002,1,AIGREMONT,Aigremont,Aigremont,#N/D,#N/D
33,1973-01-01,COM,89002,1,AIGREMONT,Aigremont,Aigremont,COM,89224,0,LICHERES AIGREMONT,Lichères-Aigremont,Lichères-Aigremont,#N/D,#N/D
33,1973-01-01,COM,89005,1,ANCY LE FRANC,Ancy-le-Franc,Ancy-le-Franc,COM,89005,1,ANCY LE FRANC,Ancy-le-Franc,Ancy-le-Franc,#N/D,#N/D
33,1973-01-01,COM,89010,1,ANNAY SUR SEREIN,Annay-sur-Serein,Annay-sur-Serein,COM,89010,1,ANNAY SUR SEREIN,Annay-sur-Serein,Annay-sur-Serein,#N/D,#N/D
33,1973-01-01,COM,89040,0,BESSY SUR CURE,Bessy-sur-Cure,Bessy-sur-Cure,COMA,89040,0,BESSY SUR CURE,Bessy-sur-Cure,Bessy-sur-Cure,#N/D,#N/D
33,1973-01-01,COM,89040,0,BESSY SUR CURE,Bessy-sur-Cure,Bessy-sur-Cure,COM,89233,0,LUCY SUR CURE,Lucy-sur-Cure,Lucy-sur-Cure,#N/D,#N/D
33,1973-01-01,COM,89047,0,BLIGNY EN OTHE,Bligny-en-Othe,Bligny-en-Othe,COMA,89047,0,BLIGNY EN OTHE,Bligny-en-Othe,Bligny-en-Othe,#N/D,#N/D
33,1973-01-01,COM,89047,0,BLIGNY EN OTHE,Bligny-en-Othe,Bligny-en-Othe,COM,89055,0,BRIENON SUR ARMANCON,Brienon-sur-Armançon,Brienon-sur-Armançon,#N/D,#N/D
33,1973-01-01,COM,89052,0,BOUILLY,Bouilly,Bouilly,COMA,89052,0,BOUILLY,Bouilly,Bouilly,#N/D,#N/D
33,1973-01-01,COM,89052,0,BOUILLY,Bouilly,Bouilly,COM,89439,0,VERGIGNY,Vergigny,Vergigny,#N/D,#N/D
33,1973-01-01,COM,89055,0,BRIENON SUR ARMANCON,Brienon-sur-Armançon,Brienon-sur-Armançon,COM,89055,0,BRIENON SUR ARMANCON,Brienon-sur-Armançon,Brienon-sur-Armançon,#N/D,#N/D
31,1973-01-01,COM,89068,0,CHABLIS,Chablis,Chablis,COM,89068,0,CHABLIS,Chablis,Chablis,#N/D,#N/D
33,1973-01-01,COM,89073,0,CHAMPIGNELLES,Champignelles,Champignelles,COM,89073,0,CHAMPIGNELLES,Champignelles,Champignelles,#N/D,#N/D
33,1973-01-01,COM,89114,0,COMMISSEY,Commissey,Commissey,COMA,89114,0,COMMISSEY,Commissey,Commissey,#N/D,#N/D
33,1973-01-01,COM,89114,0,COMMISSEY,Commissey,Commissey,COM,89407,0,TANLAY,Tanlay,Tanlay,#N/D,#N/D
33,1973-01-01,COM,89135,0,CUSY,Cusy,Cusy,COM,89005,1,ANCY LE FRANC,Ancy-le-Franc,Ancy-le-Franc,#N/D,#N/D
33,1973-01-01,COM,89135,0,CUSY,Cusy,Cusy,COMA,89135,0,CUSY,Cusy,Cusy,#N/D,#N/D
33,1973-01-01,COM,89157,1,ESSERT,Essert,Essert,COMA,89157,1,ESSERT,Essert,Essert,#N/D,#N/D
33,1973-01-01,COM,89157,1,ESSERT,Essert,Essert,COM,89233,0,LUCY SUR CURE,Lucy-sur-Cure,Lucy-sur-Cure,#N/D,#N/D
33,1973-01-01,COM,89166,0,FLEURIGNY,Fleurigny,Fleurigny,COMA,89166,0,FLEURIGNY,Fleurigny,Fleurigny,#N/D,#N/D
33,1973-01-01,COM,89166,0,FLEURIGNY,Fleurigny,Fleurigny,COM,89414,0,THORIGNY SUR OREUSE,Thorigny-sur-Oreuse,Thorigny-sur-Oreuse,#N/D,#N/D
31,1973-01-01,COM,89185,0,FYE,Fyé,Fyé,COM,89068,0,CHABLIS,Chablis,Chablis,#N/D,#N/D
33,1973-01-01,COM,89224,0,LICHERES PRES AIGREMONT,Lichères-près-Aigremont,Lichères-près-Aigremont,COM,89224,0,LICHERES AIGREMONT,Lichères-Aigremont,Lichères-Aigremont,#N/D,#N/D
33,1973-01-01,COM,89231,0,LOUESME,Louesme,Louesme,COM,89073,0,CHAMPIGNELLES,Champignelles,Champignelles,#N/D,#N/D
33,1973-01-01,COM,89231,0,LOUESME,Louesme,Louesme,COMA,89231,0,LOUESME,Louesme,Louesme,#N/D,#N/D
33,1973-01-01,COM,89233,0,LUCY SUR CURE,Lucy-sur-Cure,Lucy-sur-Cure,COM,89233,0,LUCY SUR CURE,Lucy-sur-Cure,Lucy-sur-Cure,#N/D,#N/D
31,1973-01-01,COM,89258,0,MILLY,Milly,Milly,COM,89068,0,CHABLIS,Chablis,Chablis,#N/D,#N/D
33,1973-01-01,COM,89259,0,MOLAY,Môlay,Môlay,COM,89010,1,ANNAY SUR SEREIN,Annay-sur-Serein,Annay-sur-Serein,#N/D,#N/D
33,1973-01-01,COM,89259,0,MOLAY,Môlay,Môlay,COMA,89259,0,MOLAY,Môlay,Môlay,#N/D,#N/D
33,1973-01-01,COM,89275,0,NEUILLY,Neuilly,Neuilly,COM,89275,0,NEUILLY,Neuilly,Neuilly,#N/D,#N/D
33,1973-01-01,COM,89288,0,PAROY EN OTHE,Paroy-en-Othe,Paroy-en-Othe,COM,89055,0,BRIENON SUR ARMANCON,Brienon-sur-Armançon,Brienon-sur-Armançon,#N/D,#N/D
33,1973-01-01,COM,89288,0,PAROY EN OTHE,Paroy-en-Othe,Paroy-en-Othe,COMA,89288,0,PAROY EN OTHE,Paroy-en-Othe,Paroy-en-Othe,#N/D,#N/D
33,1973-01-01,COM,89293,0,PERREUSE,Perreuse,Perreuse,COMA,89293,0,PERREUSE,Perreuse,Perreuse,#N/D,#N/D
33,1973-01-01,COM,89293,0,PERREUSE,Perreuse,Perreuse,COM,89420,0,TREIGNY,Treigny,Treigny,#N/D,#N/D
31,1973-01-01,COM,89305,0,POINCHY,Poinchy,Poinchy,COM,89068,0,CHABLIS,Chablis,Chablis,#N/D,#N/D
33,1973-01-01,COM,89315,0,PREHY,Préhy,Préhy,COMA,89315,0,PREHY,Préhy,Préhy,#N/D,#N/D
33,1973-01-01,COM,89315,0,PREHY,Préhy,Préhy,COM,89341,0,SAINT CYR LES COLONS,Saint-Cyr-les-Colons,Saint-Cyr-les-Colons,#N/D,#N/D
33,1973-01-01,COM,89322,0,REBOURSEAUX,Rebourseaux,Rebourseaux,COMA,89322,0,REBOURSEAUX,Rebourseaux,Rebourseaux,#N/D,#N/D
33,1973-01-01,COM,89322,0,REBOURSEAUX,Rebourseaux,Rebourseaux,COM,89439,0,VERGIGNY,Vergigny,Vergigny,#N/D,#N/D
33,1973-01-01,COM,89326,0,ROSOY,Rosoy,Rosoy,COMA,89326,0,ROSOY,Rosoy,Rosoy,#N/D,#N/D
33,1973-01-01,COM,89326,0,ROSOY,Rosoy,Rosoy,COM,89387,0,SENS,Sens,Sens,#N/D,#N/D
33,1973-01-01,COM,89340,0,SAINTE COLOMBE SUR LOING,Sainte-Colombe-sur-Loing,Sainte-Colombe-sur-Loing,COMA,89340,0,SAINTE COLOMBE SUR LOING,Sainte-Colombe-sur-Loing,Sainte-Colombe-sur-Loing,#N/D,#N/D
33,1973-01-01,COM,89340,0,SAINTE COLOMBE SUR LOING,Sainte-Colombe-sur-Loing,Sainte-Colombe-sur-Loing,COM,89420,0,TREIGNY,Treigny,Treigny,#N/D,#N/D
33,1973-01-01,COM,89341,0,SAINT CYR LES COLONS,Saint-Cyr-les-Colons,Saint-Cyr-les-Colons,COM,89341,0,SAINT CYR LES COLONS,Saint-Cyr-les-Colons,Saint-Cyr-les-Colons,#N/D,#N/D
33,1973-01-01,COM,89357,0,SAINT MARTIN SUR OREUSE,Saint-Martin-sur-Oreuse,Saint-Martin-sur-Oreuse,COMA,89357,0,SAINT MARTIN SUR OREUSE,Saint-Martin-sur-Oreuse,Saint-Martin-sur-Oreuse,#N/D,#N/D
33,1973-01-01,COM,89357,0,SAINT MARTIN SUR OREUSE,Saint-Martin-sur-Oreuse,Saint-Martin-sur-Oreuse,COM,89414,0,THORIGNY SUR OREUSE,Thorigny-sur-Oreuse,Thorigny-sur-Oreuse,#N/D,#N/D
33,1973-01-01,COM,89371,0,SAINTE VERTU,Sainte-Vertu,Sainte-Vertu,COM,89010,1,ANNAY SUR SEREIN,Annay-sur-Serein,Annay-sur-Serein,#N/D,#N/D
33,1973-01-01,COM,89371,0,SAINTE VERTU,Sainte-Vertu,Sainte-Vertu,COMA,89371,0,SAINTE VERTU,Sainte-Vertu,Sainte-Vertu,#N/D,#N/D
33,1973-01-01,COM,89372,0,SAINT VINNEMER,Saint-Vinnemer,Saint-Vinnemer,COMA,89372,0,SAINT VINNEMER,Saint-Vinnemer,Saint-Vinnemer,#N/D,#N/D
33,1973-01-01,COM,89372,0,SAINT VINNEMER,Saint-Vinnemer,Saint-Vinnemer,COM,89407,0,TANLAY,Tanlay,Tanlay,#N/D,#N/D
33,1973-01-01,COM,89387,0,SENS,Sens,Sens,COM,89387,0,SENS,Sens,Sens,#N/D,#N/D
33,1973-01-01,COM,89407,0,TANLAY,Tanlay,Tanlay,COM,89407,0,TANLAY,Tanlay,Tanlay,#N/D,#N/D
33,1973-01-01,COM,89414,0,THORIGNY SUR OREUSE,Thorigny-sur-Oreuse,Thorigny-sur-Oreuse,COM,89414,0,THORIGNY SUR OREUSE,Thorigny-sur-Oreuse,Thorigny-sur-Oreuse,#N/D,#N/D
33,1973-01-01,COM,89420,0,TREIGNY,Treigny,Treigny,COM,89420,0,TREIGNY,Treigny,Treigny,#N/D,#N/D
33,1973-01-01,COM,89439,0,VERGIGNY,Vergigny,Vergigny,COM,89439,0,VERGIGNY,Vergigny,Vergigny,#N/D,#N/D
33,1973-01-01,COM,89457,0,VILLEMER,Villemer,Villemer,COM,89275,0,NEUILLY,Neuilly,Neuilly,#N/D,#N/D
33,1973-01-01,COM,89457,0,VILLEMER,Villemer,Villemer,COMA,89457,0,VILLEMER,Villemer,Villemer,#N/D,#N/D
31,1973-01-01,COM,90038,1,ESCHENE AUTRAGE,Eschêne-Autrage,Eschêne-Autrage,COM,90082,1,AUTRECHENE,Autrechêne,Autrechêne,#N/D,#N/D
31,1973-01-01,COM,90082,0,RECHOTTE,Rechotte,Rechotte,COM,90082,1,AUTRECHENE,Autrechêne,Autrechêne,#N/D,#N/D
33,1972-12-31,COM,21304,0,GRANCEY LE CHATEAU,Grancey-le-Château,Grancey-le-Château,COM,21304,0,GRANCEY LE CHATEAU NEUVELLE,Grancey-le-Château-Neuvelle,Grancey-le-Château-Neuvelle,#N/D,#N/D
33,1972-12-31,COM,21433,0,MONTIGNY SUR VINGEANNE,Montigny-sur-Vingeanne,Montigny-sur-Vingeanne,COM,21433,0,MONTIGNY MORNAY VILLENEUVE SUR VINGEANNE,Montigny-Mornay-Villeneuve-sur-Vingeanne,Montigny-Mornay-Villeneuve-sur-Vingeanne,#N/D,#N/D
33,1972-12-31,COM,21443,0,MORNAY,Mornay,Mornay,COM,21433,0,MONTIGNY MORNAY VILLENEUVE SUR VINGEANNE,Montigny-Mornay-Villeneuve-sur-Vingeanne,Montigny-Mornay-Villeneuve-sur-Vingeanne,#N/D,#N/D
33,1972-12-31,COM,21443,0,MORNAY,Mornay,Mornay,COMA,21443,0,MORNAY,Mornay,Mornay,#N/D,#N/D
33,1972-12-31,COM,21453,0,NEUVELLE LES GRANCEY,Neuvelle-lès-Grancey,Neuvelle-lès-Grancey,COM,21304,0,GRANCEY LE CHATEAU NEUVELLE,Grancey-le-Château-Neuvelle,Grancey-le-Château-Neuvelle,#N/D,#N/D
33,1972-12-31,COM,21453,0,NEUVELLE LES GRANCEY,Neuvelle-lès-Grancey,Neuvelle-lès-Grancey,COMA,21453,0,NEUVELLE LES GRANCEY,Neuvelle-lès-Grancey,Neuvelle-lès-Grancey,#N/D,#N/D
31,1972-12-31,COM,21506,0,PREMEAUX,Premeaux,Premeaux,COM,21506,0,PREMEAUX PRISSEY,Premeaux-Prissey,Premeaux-Prissey,#N/D,#N/D
31,1972-12-31,COM,21509,0,PRISSEY,Prissey,Prissey,COM,21506,0,PREMEAUX PRISSEY,Premeaux-Prissey,Premeaux-Prissey,#N/D,#N/D
33,1972-12-31,COM,21667,0,VERONNES LES GRANDES,Véronnes-les-Grandes,Véronnes-les-Grandes,COM,21667,0,VERONNES,Véronnes,Véronnes,#N/D,#N/D
33,1972-12-31,COM,21668,0,VERONNES LES PETITES,Véronnes-les-Petites,Véronnes-les-Petites,COM,21667,0,VERONNES,Véronnes,Véronnes,#N/D,#N/D
33,1972-12-31,COM,21668,0,VERONNES LES PETITES,Véronnes-les-Petites,Véronnes-les-Petites,COMA,21668,0,VERONNES LES PETITES,Véronnes-les-Petites,Véronnes-les-Petites,#N/D,#N/D
33,1972-12-31,COM,21697,3,VILLENEUVE SUR VINGEANNE,Villeneuve-sur-Vingeanne,La Villeneuve-sur-Vingeanne,COM,21433,0,MONTIGNY MORNAY VILLENEUVE SUR VINGEANNE,Montigny-Mornay-Villeneuve-sur-Vingeanne,Montigny-Mornay-Villeneuve-sur-Vingeanne,#N/D,#N/D
33,1972-12-31,COM,21697,3,VILLENEUVE SUR VINGEANNE,Villeneuve-sur-Vingeanne,La Villeneuve-sur-Vingeanne,COMA,21697,3,VILLENEUVE SUR VINGEANNE,Villeneuve-sur-Vingeanne,La Villeneuve-sur-Vingeanne,#N/D,#N/D
33,1972-12-31,COM,52068,0,BRAUCOURT,Braucourt,Braucourt,COMA,52068,0,BRAUCOURT,Braucourt,Braucourt,#N/D,#N/D
33,1972-12-31,COM,52068,0,BRAUCOURT,Braucourt,Braucourt,COM,52182,1,ECLARON BRAUCOURT,Éclaron-Braucourt,Éclaron-Braucourt,#N/D,#N/D
33,1972-12-31,COM,52182,1,ECLARON,Éclaron,Éclaron,COM,52182,1,ECLARON BRAUCOURT,Éclaron-Braucourt,Éclaron-Braucourt,#N/D,#N/D
33,1972-12-31,COM,70025,1,ARBECEY,Arbecey,Arbecey,COMA,70025,1,ARBECEY,Arbecey,Arbecey,#N/D,#N/D
33,1972-12-31,COM,70025,1,ARBECEY,Arbecey,Arbecey,COM,70427,0,PURGEROT ARBECEY,Purgerot-Arbecey,Purgerot-Arbecey,#N/D,#N/D
33,1972-12-31,COM,70031,1,ATHESANS,Athesans,Athesans,COM,70031,1,ATHESANS ETROITEFONTAINE,Athesans-Étroitefontaine,Athesans-Étroitefontaine,#N/D,#N/D
33,1972-12-31,COM,70033,1,AUBERTANS,Aubertans,Aubertans,COMA,70033,1,AUBERTANS,Aubertans,Aubertans,#N/D,#N/D
33,1972-12-31,COM,70033,1,AUBERTANS,Aubertans,Aubertans,COM,70059,0,BEAUMOTTE LES MONTBOZON ET AUBERTANS,Beaumotte-lès-Montbozon-et-Aubertans,Beaumotte-lès-Montbozon-et-Aubertans,#N/D,#N/D
33,1972-12-31,COM,70034,1,AUBIGNEY,Aubigney,Aubigney,COMA,70034,1,AUBIGNEY,Aubigney,Aubigney,#N/D,#N/D
33,1972-12-31,COM,70034,1,AUBIGNEY,Aubigney,Aubigney,COM,70101,0,BROYE LES PESMES AUBIGNEY MONTSEUGNY,Broye-lès-Pesmes-Aubigney-Montseugny,Broye-lès-Pesmes-Aubigney-Montseugny,#N/D,#N/D
33,1972-12-31,COM,70045,1,AVRIGNEY,Avrigney,Avrigney,COM,70045,1,AVRIGNEY VIREY,Avrigney-Virey,Avrigney-Virey,#N/D,#N/D
33,1972-12-31,COM,70058,0,BEAUJEU SAINT VALLIER ET PIERREJUX,Beaujeu-Saint-Vallier-et-Pierrejux,Beaujeu-Saint-Vallier-et-Pierrejux,COM,70058,0,BEAUJEU SAINT VALLIER PIERREJUX ET QUITTEUR,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,#N/D,#N/D
33,1972-12-31,COM,70059,0,BEAUMOTTE LES MONTBOZON,Beaumotte-lès-Montbozon,Beaumotte-lès-Montbozon,COM,70059,0,BEAUMOTTE LES MONTBOZON ET AUBERTANS,Beaumotte-lès-Montbozon-et-Aubertans,Beaumotte-lès-Montbozon-et-Aubertans,#N/D,#N/D
33,1972-12-31,COM,70068,0,BETONCOURT LES MENETRIERS,Betoncourt-les-Ménétriers,Betoncourt-les-Ménétriers,COMA,70068,0,BETONCOURT LES MENETRIERS,Betoncourt-les-Ménétriers,Betoncourt-les-Ménétriers,#N/D,#N/D
33,1972-12-31,COM,70068,0,BETONCOURT LES MENETRIERS,Betoncourt-les-Ménétriers,Betoncourt-les-Ménétriers,COM,70373,3,ROCHE MOREY,Roche-Morey,La Roche-Morey,#N/D,#N/D
33,1972-12-31,COM,70101,0,BROYE LES PESMES,Broye-lès-Pesmes,Broye-lès-Pesmes,COM,70101,0,BROYE LES PESMES AUBIGNEY MONTSEUGNY,Broye-lès-Pesmes-Aubigney-Montseugny,Broye-lès-Pesmes-Aubigney-Montseugny,#N/D,#N/D
33,1972-12-31,COM,70108,0,BUSSUREL,Bussurel,Bussurel,COMA,70108,0,BUSSUREL,Bussurel,Bussurel,#N/D,#N/D
