MOD,DATE_EFF,TYPECOM_AV,COM_AV,TNCC_AV,NCC_AV,NCCENR_AV,LIBELLE_AV,TYPECOM_AP,COM_AP,TNCC_AP,NCC_AP,NCCENR_AP,LIBELLE_AP,indic_oe,indic_oe₂
32,2023-01-01,COM,01039,0,BEON,Béon,Béon,COMD,01039,0,BEON,Béon,Béon,#N/D,#N/D
32,2023-01-01,COM,01039,0,BEON,Béon,Béon,COM,01138,0,CULOZ BEON,Culoz-Béon,Culoz-Béon,#N/D,#N/D
35,2023-01-01,COMD,01095,0,CHAVANNES SUR SURAN,Chavannes-sur-Suran,Chavannes-sur-Suran,COM,01095,0,NIVIGNE ET SURAN,Nivigne et Suran,Nivigne et Suran,#N/D,#N/D
32,2023-01-01,COM,01138,0,CULOZ,Culoz,Culoz,COMD,01138,0,CULOZ,Culoz,Culoz,#N/D,#N/D
32,2023-01-01,COM,01138,0,CULOZ,Culoz,Culoz,COM,01138,0,CULOZ BEON,Culoz-Béon,Culoz-Béon,#N/D,#N/D
35,2023-01-01,COMD,01172,0,GERMAGNAT,Germagnat,Germagnat,COM,01095,0,NIVIGNE ET SURAN,Nivigne et Suran,Nivigne et Suran,#N/D,#N/D
32,2023-01-01,COM,02077,0,BERZY LE SEC,Berzy-le-Sec,Berzy-le-Sec,COMD,02077,0,BERZY LE SEC,Berzy-le-Sec,Berzy-le-Sec,#N/D,#N/D
32,2023-01-01,COM,02077,0,BERZY LE SEC,Berzy-le-Sec,Berzy-le-Sec,COM,02564,0,BERNOY LE CHATEAU,Bernoy-le-Château,Bernoy-le-Château,#N/D,#N/D
32,2023-01-01,COM,02564,0,NOYANT ET ACONIN,Noyant-et-Aconin,Noyant-et-Aconin,COM,02564,0,BERNOY LE CHATEAU,Bernoy-le-Château,Bernoy-le-Château,#N/D,#N/D
32,2023-01-01,COM,02564,0,NOYANT ET ACONIN,Noyant-et-Aconin,Noyant-et-Aconin,COMD,02564,0,NOYANT ET ACONIN,Noyant-et-Aconin,Noyant-et-Aconin,#N/D,#N/D
10,2023-01-01,COM,03223,0,SAINT CHRISTOPHE,Saint-Christophe,Saint-Christophe,COM,03223,0,SAINT CHRISTOPHE EN BOURBONNAIS,Saint-Christophe-en-Bourbonnais,Saint-Christophe-en-Bourbonnais,#N/D,#N/D
32,2023-01-01,COM,09056,0,BEZAC,Bézac,Bézac,COM,09056,0,BEZAC,Bézac,Bézac,#N/D,#N/D
32,2023-01-01,COM,09056,0,BEZAC,Bézac,Bézac,COMD,09056,0,BEZAC,Bézac,Bézac,#N/D,#N/D
32,2023-01-01,COM,09255,0,SAINT AMANS,Saint-Amans,Saint-Amans,COM,09056,0,BEZAC,Bézac,Bézac,#N/D,#N/D
32,2023-01-01,COM,09255,0,SAINT AMANS,Saint-Amans,Saint-Amans,COMD,09255,0,SAINT AMANS,Saint-Amans,Saint-Amans,#N/D,#N/D
32,2023-01-01,COM,16140,0,FONTCLAIREAU,Fontclaireau,Fontclaireau,COMD,16140,0,FONTCLAIREAU,Fontclaireau,Fontclaireau,#N/D,#N/D
32,2023-01-01,COM,16140,0,FONTCLAIREAU,Fontclaireau,Fontclaireau,COM,16206,0,MANSLE LES FONTAINES,Mansle-les-Fontaines,Mansle-les-Fontaines,#N/D,#N/D
35,2023-01-01,COMD,16156,0,GOURVILLE,Gourville,Gourville,COM,16286,0,ROUILLAC,Rouillac,Rouillac,#N/D,#N/D
32,2023-01-01,COM,16206,0,MANSLE,Mansle,Mansle,COM,16206,0,MANSLE LES FONTAINES,Mansle-les-Fontaines,Mansle-les-Fontaines,#N/D,#N/D
32,2023-01-01,COM,16206,0,MANSLE,Mansle,Mansle,COMD,16206,0,MANSLE,Mansle,Mansle,#N/D,#N/D
35,2023-01-01,COMD,16371,0,SONNEVILLE,Sonneville,Sonneville,COM,16286,0,ROUILLAC,Rouillac,Rouillac,#N/D,#N/D
10,2023-01-01,COM,17132,0,CRAMCHABAN,Cramchaban,Cramchaban,COM,17132,0,CRAM CHABAN,Cram-Chaban,Cram-Chaban,#N/D,#N/D
50,2023-01-01,COM,27058,4,TROIS LACS,Trois Lacs,Les Trois Lacs,COM,27676,4,TROIS LACS,Trois Lacs,Les Trois Lacs,#N/D,#N/D
35,2023-01-01,COMD,27090,2,BOSC ROGER EN ROUMOIS,Bosc-Roger-en-Roumois,Le Bosc-Roger-en-Roumois,COM,27090,0,BOSROUMOIS,Bosroumois,Bosroumois,#N/D,#N/D
35,2023-01-01,COMD,27093,0,BOSNORMAND,Bosnormand,Bosnormand,COM,27090,0,BOSROUMOIS,Bosroumois,Bosroumois,#N/D,#N/D
10,2023-01-01,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,COM,28012,0,VALD YERRE,Vald'Yerre,Vald'Yerre,#N/D,#N/D
10,2023-01-01,COM,32289,0,MONTPEZAT,Montpézat,Montpézat,COM,32289,0,MONTPEZAT,Montpezat,Montpezat,#N/D,#N/D
10,2023-01-01,COM,32465,0,VILLEFRANCHE,Villefranche,Villefranche,COM,32465,0,VILLEFRANCHE D ASTARAC,Villefranche-d'Astarac,Villefranche-d'Astarac,#N/D,#N/D
10,2023-01-01,COM,33081,0,CADILLAC,Cadillac,Cadillac,COM,33081,0,CADILLAC SUR GARONNE,Cadillac-sur-Garonne,Cadillac-sur-Garonne,#N/D,#N/D
35,2023-01-01,COMD,37120,1,INGRANDES DE TOURAINE,Ingrandes-de-Touraine,Ingrandes-de-Touraine,COM,37232,0,COTEAUX SUR LOIRE,Coteaux-sur-Loire,Coteaux-sur-Loire,#N/D,#N/D
35,2023-01-01,COMD,37227,0,SAINT MICHEL SUR LOIRE,Saint-Michel-sur-Loire,Saint-Michel-sur-Loire,COM,37232,0,COTEAUX SUR LOIRE,Coteaux-sur-Loire,Coteaux-sur-Loire,#N/D,#N/D
35,2023-01-01,COMD,37232,0,SAINT PATRICE,Saint-Patrice,Saint-Patrice,COM,37232,0,COTEAUX SUR LOIRE,Coteaux-sur-Loire,Coteaux-sur-Loire,#N/D,#N/D
10,2023-01-01,COM,38243,2,MONESTIER DU PERCY,Monestier-du-Percy,Le Monestier-du-Percy,COM,38243,0,MONESTIER DU PERCY,Monestier-du-Percy,Monestier-du-Percy,#N/D,#N/D
10,2023-01-01,COM,38301,0,PERCY,Percy,Percy,COM,38301,2,PERCY,Percy,Le Percy,#N/D,#N/D
10,2023-01-01,COM,44066,0,GRANDCHAMPS DES FONTAINES,Grandchamps-des-Fontaines,Grandchamps-des-Fontaines,COM,44066,0,GRANDCHAMP DES FONTAINES,Grandchamp-des-Fontaines,Grandchamp-des-Fontaines,#N/D,#N/D
10,2023-01-01,COM,45259,0,QUIERS SUR BEZONDE,Quiers-sur-Bézonde,Quiers-sur-Bézonde,COM,45259,0,QUIERS SUR BEZONDE,Quiers-sur-Bezonde,Quiers-sur-Bezonde,#N/D,#N/D
32,2023-01-01,COM,50015,1,ANNOVILLE,Annoville,Annoville,COMD,50015,1,ANNOVILLE,Annoville,Annoville,#N/D,#N/D
32,2023-01-01,COM,50015,1,ANNOVILLE,Annoville,Annoville,COM,50272,0,TOURNEVILLE SUR MER,Tourneville-sur-Mer,Tourneville-sur-Mer,#N/D,#N/D
32,2023-01-01,COM,50272,0,LINGREVILLE,Lingreville,Lingreville,COM,50272,0,TOURNEVILLE SUR MER,Tourneville-sur-Mer,Tourneville-sur-Mer,#N/D,#N/D
32,2023-01-01,COM,50272,0,LINGREVILLE,Lingreville,Lingreville,COMD,50272,0,LINGREVILLE,Lingreville,Lingreville,#N/D,#N/D
32,2023-01-01,COM,51063,0,BINSON ET ORQUIGNY,Binson-et-Orquigny,Binson-et-Orquigny,COMD,51063,0,BINSON ET ORQUIGNY,Binson-et-Orquigny,Binson-et-Orquigny,#N/D,#N/D
32,2023-01-01,COM,51063,0,BINSON ET ORQUIGNY,Binson-et-Orquigny,Binson-et-Orquigny,COM,51457,0,COEUR DE LA VALLEE,Cœur-de-la-Vallée,Cœur-de-la-Vallée,#N/D,51457
32,2023-01-01,COM,51457,0,REUIL,Reuil,Reuil,COM,51457,0,COEUR DE LA VALLEE,Cœur-de-la-Vallée,Cœur-de-la-Vallée,51457,51457
32,2023-01-01,COM,51457,0,REUIL,Reuil,Reuil,COMD,51457,0,REUIL,Reuil,Reuil,51457,51457
32,2023-01-01,COM,51637,0,VILLERS SOUS CHATILLON,Villers-sous-Châtillon,Villers-sous-Châtillon,COM,51457,0,COEUR DE LA VALLEE,Cœur-de-la-Vallée,Cœur-de-la-Vallée,#N/D,51457
32,2023-01-01,COM,51637,0,VILLERS SOUS CHATILLON,Villers-sous-Châtillon,Villers-sous-Châtillon,COMD,51637,0,VILLERS SOUS CHATILLON,Villers-sous-Châtillon,Villers-sous-Châtillon,#N/D,#N/D
10,2023-01-01,COM,56262,0,BONO,Bono,Bono,COM,56262,2,BONO,Bono,Le Bono,#N/D,#N/D
10,2023-01-01,COM,62588,0,MONTREUIL,Montreuil,Montreuil,COM,62588,0,MONTREUIL SUR MER,Montreuil-sur-Mer,Montreuil-sur-Mer,#N/D,#N/D
10,2023-01-01,COM,63233,0,MONTAIGUT,Montaigut,Montaigut,COM,63233,0,MONTAIGUT EN COMBRAILLE,Montaigut-en-Combraille,Montaigut-en-Combraille,#N/D,#N/D
32,2023-01-01,COM,71042,0,BONNAY,Bonnay,Bonnay,COMD,71042,0,BONNAY,Bonnay,Bonnay,#N/D,#N/D
32,2023-01-01,COM,71042,0,BONNAY,Bonnay,Bonnay,COM,71042,0,BONNAY SAINT YTHAIRE,Bonnay-Saint-Ythaire,Bonnay-Saint-Ythaire,#N/D,#N/D
32,2023-01-01,COM,71492,0,SAINT YTHAIRE,Saint-Ythaire,Saint-Ythaire,COM,71042,0,BONNAY SAINT YTHAIRE,Bonnay-Saint-Ythaire,Bonnay-Saint-Ythaire,#N/D,#N/D
32,2023-01-01,COM,71492,0,SAINT YTHAIRE,Saint-Ythaire,Saint-Ythaire,COMD,71492,0,SAINT YTHAIRE,Saint-Ythaire,Saint-Ythaire,#N/D,#N/D
10,2023-01-01,COM,81085,1,ESCROUX,Escroux,Escroux,COM,81085,0,LACAPELLE ESCROUX,Lacapelle-Escroux,Lacapelle-Escroux,#N/D,#N/D
32,2023-01-01,COM,85037,0,BREUIL BARRET,Breuil-Barret,Breuil-Barret,COMD,85037,0,BREUIL BARRET,Breuil-Barret,Breuil-Barret,#N/D,#N/D
32,2023-01-01,COM,85037,0,BREUIL BARRET,Breuil-Barret,Breuil-Barret,COM,85289,0,TERVAL,Terval,Terval,#N/D,#N/D
32,2023-01-01,COM,85053,3,CHAPELLE AUX LYS,Chapelle-aux-Lys,La Chapelle-aux-Lys,COMD,85053,3,CHAPELLE AUX LYS,Chapelle-aux-Lys,La Chapelle-aux-Lys,#N/D,#N/D
32,2023-01-01,COM,85053,3,CHAPELLE AUX LYS,Chapelle-aux-Lys,La Chapelle-aux-Lys,COM,85289,0,TERVAL,Terval,Terval,#N/D,#N/D
32,2023-01-01,COM,85289,3,TARDIERE,Tardière,La Tardière,COMD,85289,3,TARDIERE,Tardière,La Tardière,#N/D,#N/D
32,2023-01-01,COM,85289,3,TARDIERE,Tardière,La Tardière,COM,85289,0,TERVAL,Terval,Terval,#N/D,#N/D
35,2022-12-22,COMD,01176,2,GRAND ABERGEMENT,Grand-Abergement,Le Grand-Abergement,COM,01187,0,HAUT VALROMEY,Haut Valromey,Haut Valromey,#N/D,#N/D
35,2022-12-22,COMD,01187,1,HOTONNES,Hotonnes,Hotonnes,COM,01187,0,HAUT VALROMEY,Haut Valromey,Haut Valromey,#N/D,#N/D
35,2022-12-22,COMD,01292,2,PETIT ABERGEMENT,Petit-Abergement,Le Petit-Abergement,COM,01187,0,HAUT VALROMEY,Haut Valromey,Haut Valromey,#N/D,#N/D
35,2022-12-22,COMD,01409,0,SONGIEU,Songieu,Songieu,COM,01187,0,HAUT VALROMEY,Haut Valromey,Haut Valromey,#N/D,#N/D
34,2022-08-31,COMA,14683,0,TAILLEVILLE,Tailleville,Tailleville,COM,14228,0,DOUVRES LA DELIVRANDE,Douvres-la-Délivrande,Douvres-la-Délivrande,#N/D,#N/D
35,2022-06-01,COMD,27024,2,RONCENAY AUTHENAY,Roncenay-Authenay,Le Roncenay-Authenay,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27198,0,DAMVILLE,Damville,Damville,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27293,0,GOUVILLE,Gouville,Gouville,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27297,0,GRANDVILLIERS,Grandvilliers,Grandvilliers,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27387,0,MANTHELON,Manthelon,Manthelon,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27416,0,BUIS SUR DAMVILLE,Buis-sur-Damville,Buis-sur-Damville,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27491,0,ROMAN,Roman,Roman,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-06-01,COMD,27503,2,SACQ,Sacq,Le Sacq,COM,27198,0,MESNILS SUR ITON,Mesnils-sur-Iton,Mesnils-sur-Iton,#N/D,#N/D
35,2022-03-21,COMD,38145,0,DIONAY,Dionay,Dionay,COM,38359,0,SAINT ANTOINE L ABBAYE,Saint Antoine l'Abbaye,Saint Antoine l'Abbaye,#N/D,#N/D
32,2022-01-01,COM,02054,0,BAZOCHES SUR VESLES,Bazoches-sur-Vesles,Bazoches-sur-Vesles,COMD,02054,0,BAZOCHES SUR VESLES,Bazoches-sur-Vesles,Bazoches-sur-Vesles,#N/D,#N/D
32,2022-01-01,COM,02054,0,BAZOCHES SUR VESLES,Bazoches-sur-Vesles,Bazoches-sur-Vesles,COM,02054,0,BAZOCHES ET SAINT THIBAUT,Bazoches-et-Saint-Thibaut,Bazoches-et-Saint-Thibaut,#N/D,#N/D
32,2022-01-01,COM,02695,0,SAINT THIBAUT,Saint-Thibaut,Saint-Thibaut,COM,02054,0,BAZOCHES ET SAINT THIBAUT,Bazoches-et-Saint-Thibaut,Bazoches-et-Saint-Thibaut,#N/D,#N/D
32,2022-01-01,COM,02695,0,SAINT THIBAUT,Saint-Thibaut,Saint-Thibaut,COMD,02695,0,SAINT THIBAUT,Saint-Thibaut,Saint-Thibaut,#N/D,#N/D
10,2022-01-01,COM,09207,0,MONTGAILLARD,Montgaillard,Montgaillard,COM,09207,0,MONTGAILHARD,Montgailhard,Montgailhard,#N/D,#N/D
10,2022-01-01,COM,14689,2,HOM,Hom,Le Hom,COM,14689,0,THURY HARCOURT LE HOM,Thury-Harcourt-le-Hom,Thury-Harcourt-le-Hom,#N/D,#N/D
32,2022-01-01,COM,16010,1,AMBLEVILLE,Ambleville,Ambleville,COMD,16010,1,AMBLEVILLE,Ambleville,Ambleville,#N/D,#N/D
32,2022-01-01,COM,16010,1,AMBLEVILLE,Ambleville,Ambleville,COM,16186,0,LIGNIERES AMBLEVILLE,Lignières-Ambleville,Lignières-Ambleville,#N/D,#N/D
32,2022-01-01,COM,16186,0,LIGNIERES SONNEVILLE,Lignières-Sonneville,Lignières-Sonneville,COMD,16186,0,LIGNIERES SONNEVILLE,Lignières-Sonneville,Lignières-Sonneville,#N/D,#N/D
32,2022-01-01,COM,16186,0,LIGNIERES SONNEVILLE,Lignières-Sonneville,Lignières-Sonneville,COM,16186,0,LIGNIERES AMBLEVILLE,Lignières-Ambleville,Lignières-Ambleville,#N/D,#N/D
32,2022-01-01,COM,19092,2,JARDIN,Jardin,Le Jardin,COM,19143,0,MONTAIGNAC SUR DOUSTRE,Montaignac-sur-Doustre,Montaignac-sur-Doustre,#N/D,#N/D
32,2022-01-01,COM,19143,0,MONTAIGNAC SAINT HIPPOLYTE,Montaignac-Saint-Hippolyte,Montaignac-Saint-Hippolyte,COM,19143,0,MONTAIGNAC SUR DOUSTRE,Montaignac-sur-Doustre,Montaignac-sur-Doustre,#N/D,#N/D
32,2022-01-01,COM,24089,0,CAZOULES,Cazoulès,Cazoulès,COMD,24089,0,CAZOULES,Cazoulès,Cazoulès,#N/D,#N/D
32,2022-01-01,COM,24089,0,CAZOULES,Cazoulès,Cazoulès,COM,24325,0,PECHS DE L ESPERANCE,Pechs-de-l'Espérance,Pechs-de-l'Espérance,#N/D,#N/D
32,2022-01-01,COM,24314,1,ORLIAGUET,Orliaguet,Orliaguet,COMD,24314,1,ORLIAGUET,Orliaguet,Orliaguet,#N/D,#N/D
32,2022-01-01,COM,24314,1,ORLIAGUET,Orliaguet,Orliaguet,COM,24325,0,PECHS DE L ESPERANCE,Pechs-de-l'Espérance,Pechs-de-l'Espérance,#N/D,#N/D
32,2022-01-01,COM,24325,0,PEYRILLAC ET MILLAC,Peyrillac-et-Millac,Peyrillac-et-Millac,COM,24325,0,PECHS DE L ESPERANCE,Pechs-de-l'Espérance,Pechs-de-l'Espérance,#N/D,#N/D
32,2022-01-01,COM,24325,0,PEYRILLAC ET MILLAC,Peyrillac-et-Millac,Peyrillac-et-Millac,COMD,24325,0,PEYRILLAC ET MILLAC,Peyrillac-et-Millac,Peyrillac-et-Millac,#N/D,#N/D
32,2022-01-01,COM,25134,0,CHATILLON SUR LISON,Châtillon-sur-Lison,Châtillon-sur-Lison,COM,25185,0,CUSSEY SUR LISON,Cussey-sur-Lison,Cussey-sur-Lison,#N/D,#N/D
32,2022-01-01,COM,25185,0,CUSSEY SUR LISON,Cussey-sur-Lison,Cussey-sur-Lison,COM,25185,0,CUSSEY SUR LISON,Cussey-sur-Lison,Cussey-sur-Lison,#N/D,#N/D
32,2022-01-01,COM,25375,0,MEREY SOUS MONTROND,Mérey-sous-Montrond,Mérey-sous-Montrond,COM,25375,4,MONTS RONDS,Monts-Ronds,Les Monts-Ronds,#N/D,#N/D
32,2022-01-01,COM,25628,0,VILLERS SOUS MONTROND,Villers-sous-Montrond,Villers-sous-Montrond,COM,25375,4,MONTS RONDS,Monts-Ronds,Les Monts-Ronds,#N/D,#N/D
32,2022-01-01,COM,26216,3,MOTTE DE GALAURE,Motte-de-Galaure,La Motte-de-Galaure,COM,26216,0,SAINT JEAN DE GALAURE,Saint-Jean-de-Galaure,Saint-Jean-de-Galaure,#N/D,#N/D
32,2022-01-01,COM,26216,3,MOTTE DE GALAURE,Motte-de-Galaure,La Motte-de-Galaure,COMD,26216,3,MOTTE DE GALAURE,Motte-de-Galaure,La Motte-de-Galaure,#N/D,#N/D
32,2022-01-01,COM,26219,0,MUREILS,Mureils,Mureils,COM,26216,0,SAINT JEAN DE GALAURE,Saint-Jean-de-Galaure,Saint-Jean-de-Galaure,#N/D,#N/D
32,2022-01-01,COM,26219,0,MUREILS,Mureils,Mureils,COMD,26219,0,MUREILS,Mureils,Mureils,#N/D,#N/D
35,2022-01-01,COMD,27447,1,ORVAUX,Orvaux,Orvaux,COM,27447,2,VAL DORE,Val-Doré,Le Val-Doré,#N/D,#N/D
10,2022-01-01,COM,35329,0,SOUGEAL,Sougéal,Sougéal,COM,35329,0,SOUGEAL,Sougeal,Sougeal,#N/D,#N/D
10,2022-01-01,COM,40295,0,SAUGNACQ ET MURET,Saugnacq-et-Muret,Saugnacq-et-Muret,COM,40295,0,SAUGNAC ET MURET,Saugnac-et-Muret,Saugnac-et-Muret,#N/D,#N/D
10,2022-01-01,COM,47176,0,MONGAILLARD,Mongaillard,Mongaillard,COM,47176,0,MONTGAILLARD EN ALBRET,Montgaillard-en-Albret,Montgaillard-en-Albret,#N/D,#N/D
35,2022-01-01,COMD,50005,1,AMFREVILLE,Amfreville,Amfreville,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
35,2022-01-01,COMD,50153,0,CRETTEVILLE,Cretteville,Cretteville,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
34,2022-01-01,COMA,50201,0,GERVILLE LA FORET,Gerville-la-Forêt,Gerville-la-Forêt,COM,50629,0,VESLY,Vesly,Vesly,#N/D,#N/D
35,2022-01-01,COMD,50212,0,GOURBESVILLE,Gourbesville,Gourbesville,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
35,2022-01-01,COMD,50250,1,HOUTTEVILLE,Houtteville,Houtteville,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
35,2022-01-01,COMD,50333,4,MOITIERS EN BAUPTOIS,Moitiers-en-Bauptois,Les Moitiers-en-Bauptois,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
34,2022-01-01,COMA,50377,0,NOIRPALU,Noirpalu,Noirpalu,COM,50590,2,TANU,Tanu,Le Tanu,#N/D,#N/D
35,2022-01-01,COMD,50400,0,PICAUVILLE,Picauville,Picauville,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
35,2022-01-01,COMD,50642,0,VINDEFONTAINE,Vindefontaine,Vindefontaine,COM,50400,0,PICAUVILLE,Picauville,Picauville,#N/D,#N/D
10,2022-01-01,COM,55013,1,ARRANCY SUR CRUSNE,Arrancy-sur-Crusne,Arrancy-sur-Crusne,COM,55013,1,ARRANCY SUR CRUSNES,Arrancy-sur-Crusnes,Arrancy-sur-Crusnes,#N/D,#N/D
32,2022-01-01,COM,56049,0,CROIXANVEC,Croixanvec,Croixanvec,COMD,56049,0,CROIXANVEC,Croixanvec,Croixanvec,#N/D,#N/D
32,2022-01-01,COM,56049,0,CROIXANVEC,Croixanvec,Croixanvec,COM,56213,0,SAINT GERAND CROIXANVEC,Saint-Gérand-Croixanvec,Saint-Gérand-Croixanvec,#N/D,#N/D
32,2022-01-01,COM,56213,0,SAINT GERAND,Saint-Gérand,Saint-Gérand,COMD,56213,0,SAINT GERAND,Saint-Gérand,Saint-Gérand,#N/D,#N/D
32,2022-01-01,COM,56213,0,SAINT GERAND,Saint-Gérand,Saint-Gérand,COM,56213,0,SAINT GERAND CROIXANVEC,Saint-Gérand-Croixanvec,Saint-Gérand-Croixanvec,#N/D,#N/D
10,2022-01-01,COM,58251,0,SAINT LOUP,Saint-Loup,Saint-Loup,COM,58251,0,SAINT LOUP DES BOIS,Saint-Loup-des-Bois,Saint-Loup-des-Bois,#N/D,#N/D
35,2022-01-01,COMD,60018,1,ANSERVILLE,Anserville,Anserville,COM,60088,0,BORNEL,Bornel,Bornel,#N/D,#N/D
35,2022-01-01,COMD,60246,0,FOSSEUSE,Fosseuse,Fosseuse,COM,60088,0,BORNEL,Bornel,Bornel,#N/D,#N/D
10,2022-01-01,COM,64293,0,LABATUT,Labatut,Labatut,COM,64293,0,LABATUT FIGUIERES,Labatut-Figuières,Labatut-Figuières,#N/D,#N/D
10,2022-01-01,COM,66202,0,TARGASSONNE,Targassonne,Targassonne,COM,66202,0,TARGASONNE,Targasonne,Targasonne,#N/D,#N/D
10,2022-01-01,COM,72253,0,ROEZE SUR SARTHE,Roézé-sur-Sarthe,Roézé-sur-Sarthe,COM,72253,0,ROEZE SUR SARTHE,Roëzé-sur-Sarthe,Roëzé-sur-Sarthe,#N/D,#N/D
35,2022-01-01,COMD,78320,0,JEUFOSSE,Jeufosse,Jeufosse,COM,78320,0,NOTRE DAME DE LA MER,Notre-Dame-de-la-Mer,Notre-Dame-de-la-Mer,#N/D,#N/D
35,2022-01-01,COMD,78503,0,PORT VILLEZ,Port-Villez,Port-Villez,COM,78320,0,NOTRE DAME DE LA MER,Notre-Dame-de-la-Mer,Notre-Dame-de-la-Mer,#N/D,#N/D
32,2022-01-01,COM,85001,5,AIGUILLON SUR MER,Aiguillon-sur-Mer,L'Aiguillon-sur-Mer,COMD,85001,5,AIGUILLON SUR MER,Aiguillon-sur-Mer,L'Aiguillon-sur-Mer,#N/D,#N/D
32,2022-01-01,COM,85001,5,AIGUILLON SUR MER,Aiguillon-sur-Mer,L'Aiguillon-sur-Mer,COM,85001,5,AIGUILLON LA PRESQU ILE,Aiguillon-la-Presqu'île,L'Aiguillon-la-Presqu'île,#N/D,#N/D
32,2022-01-01,COM,85307,3,FAUTE SUR MER,Faute-sur-Mer,La Faute-sur-Mer,COM,85001,5,AIGUILLON LA PRESQU ILE,Aiguillon-la-Presqu'île,L'Aiguillon-la-Presqu'île,#N/D,#N/D
32,2022-01-01,COM,85307,3,FAUTE SUR MER,Faute-sur-Mer,La Faute-sur-Mer,COMD,85307,3,FAUTE SUR MER,Faute-sur-Mer,La Faute-sur-Mer,#N/D,#N/D
10,2022-01-01,COM,88465,0,CAPAVENIR VOSGES,Capavenir Vosges,Capavenir Vosges,COM,88465,0,THAON LES VOSGES,Thaon-les-Vosges,Thaon-les-Vosges,#N/D,#N/D
35,2021-12-31,COMD,50248,2,HOMMET D ARTHENAY,Hommet-d'Arthenay,Le Hommet-d'Arthenay,COM,50409,0,PONT HEBERT,Pont-Hébert,Pont-Hébert,#N/D,#N/D
35,2021-12-31,COMD,72288,0,SAINT HILAIRE LE LIERRU,Saint-Hilaire-le-Lierru,Saint-Hilaire-le-Lierru,COM,72363,0,TUFFE VAL DE LA CHERONNE,Tuffé Val de la Chéronne,Tuffé Val de la Chéronne,#N/D,#N/D
35,2021-12-31,COMD,72363,0,TUFFE,Tuffé,Tuffé,COM,72363,0,TUFFE VAL DE LA CHERONNE,Tuffé Val de la Chéronne,Tuffé Val de la Chéronne,#N/D,#N/D
70,2021-10-30,COMA,62482,0,LABUISSIERE,Labuissière,Labuissière,COMD,62482,0,LABUISSIERE,Labuissière,Labuissière,#N/D,#N/D
35,2021-05-27,COMD,12120,0,LAISSAC,Laissac,Laissac,COM,12120,0,LAISSAC SEVERAC L EGLISE,Laissac-Sévérac l'Église,Laissac-Sévérac l'Église,#N/D,#N/D
35,2021-05-27,COMD,12271,0,SEVERAC L EGLISE,Sévérac-l'Église,Sévérac-l'Église,COM,12120,0,LAISSAC SEVERAC L EGLISE,Laissac-Sévérac l'Église,Laissac-Sévérac l'Église,#N/D,#N/D
35,2021-05-26,COMD,14004,1,AIGNERVILLE,Aignerville,Aignerville,COM,14281,0,FORMIGNY LA BATAILLE,Formigny La Bataille,Formigny La Bataille,#N/D,#N/D
35,2021-05-26,COMD,14235,1,ECRAMMEVILLE,Écrammeville,Écrammeville,COM,14281,0,FORMIGNY LA BATAILLE,Formigny La Bataille,Formigny La Bataille,#N/D,#N/D
35,2021-05-26,COMD,14281,0,FORMIGNY,Formigny,Formigny,COM,14281,0,FORMIGNY LA BATAILLE,Formigny La Bataille,Formigny La Bataille,#N/D,#N/D
35,2021-05-26,COMD,14382,0,LOUVIERES,Louvières,Louvières,COM,14281,0,FORMIGNY LA BATAILLE,Formigny La Bataille,Formigny La Bataille,#N/D,#N/D
35,2021-05-07,COMD,27191,3,CROIX SAINT LEUFROY,Croix-Saint-Leufroy,La Croix-Saint-Leufroy,COM,27191,0,CLEF VALLEE D EURE,Clef Vallée d'Eure,Clef Vallée d'Eure,#N/D,#N/D
35,2021-05-07,COMD,27211,1,ECARDENVILLE SUR EURE,Écardenville-sur-Eure,Écardenville-sur-Eure,COM,27191,0,CLEF VALLEE D EURE,Clef Vallée d'Eure,Clef Vallée d'Eure,#N/D,#N/D
